"clip","id","probability","speaker","speaker_gender","clip_rank","clip_score","syllablespersec","npviV_all","npviV_nophrasefinal","pitchpvi","f0var","st_pitchpvi","stvar","duration","num_of_words","wordspersec","num_of_syllables","st_pitchpvi_new","stvar_new","npviV_nophrasefinal_median","npviV_all_median"
"F1_01",1096,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",137,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1073,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",70,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",416,0.6,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",376,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",311,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",981,0.8,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1065,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",321,0.2,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",288,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1135,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1181,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",415,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",478,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",285,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",364,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",887,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1114,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",290,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",644,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",135,0.6,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
